Rank,Abbreviated Journal Title,ISSN,2014 Total Cites,Impact Factor,5-Year Impact Factor,Immediacy Index,2014 Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
281,CANCER TREAT REV,0305-7372,5719,7.588,6.611,2.786,126,5,0.01387,1.882
282,PROG PHOTOVOLTAICS,1062-7995,7188,7.584,7.624,3.116,129,4.1,0.01687,2.107
283,CURR OPIN GENET DEV,0959-437X,8084,7.574,7.319,0.99,101,7.4,0.02663,3.735
284,PLOS PATHOG,1553-7366,30229,7.562,8.364,1.465,669,3.8,0.14935,3.28
285,PLOS GENET,1553-7390,33624,7.528,8.555,1.367,790,3.8,0.19847,4.177
286,PHYS REV LETT,0031-9007,387635,7.512,7.36,2.531,2707,8.8,0.94049,3.453
287,OPTOMETRY,1529-1839,440,7.5,1.006,,0,6.9,0.00097,0.342
288,CHEST,0012-3692,45169,7.483,6.558,1.771,345,9.4,0.0748,2.389
289,CURR OPIN IMMUNOL,0952-7915,8513,7.478,7.572,1.542,96,6.3,0.02738,3.314
290,PHYS LIFE REV,1571-0645,950,7.478,8.559,16.571,14,3.6,0.00308,3.278
291,J PHYS CHEM LETT,1948-7185,20052,7.458,7.536,2.017,689,2.8,0.09541,2.424
292,J MATER CHEM A,2050-7488,18266,7.443,7.449,1.59,2499,1.3,0.04439,1.456
293,FRONT ECOL ENVIRON,1540-9295,6205,7.441,9.878,1.645,62,6.2,0.01792,3.924
294,APPL CATAL B-ENVIRON,0926-3373,33001,7.435,7.49,2.539,685,5.3,0.05338,1.475
295,J PATHOL,0022-3417,15629,7.429,6.941,1.791,148,7.7,0.03168,2.398
296,ARCH NEUROL-CHICAGO,0003-9942,20557,7.419,7.249,,0,>10.0,0.03139,2.709
297,ANTIOXID REDOX SIGN,1523-0864,15899,7.407,7.92,2.061,347,4.4,0.04537,2.259
298,NANOSCALE,2040-3364,30888,7.394,7.762,1.499,1840,2.2,0.10017,1.739
299,MUCOSAL IMMUNOL,1933-0219,3141,7.374,6.994,2.039,129,3.1,0.01552,2.811
300,SOC COGN AFFECT NEUR,1749-5016,3937,7.372,7.332,0.888,250,3.3,0.01565,2.587
301,ACTA NUMER,0962-4929,1308,7.364,,0.286,7,>10.0,0.00357,
302,JACC-CARDIOVASC INTE,1936-8798,5235,7.345,7.077,1.789,133,3.5,0.03154,3.053
303,GENET MED,1098-3600,5496,7.329,6.397,1.426,122,4.1,0.02533,2.821
304,B AM MUS NAT HIST,0003-0090,2583,7.316,5.103,2.3,10,>10.0,0.00255,2.058
305,J CACHEXIA SARCOPENI,2190-5991,713,7.315,7.523,2.167,30,2.5,0.00208,1.518
306,JAMA NEUROL,2168-6149,1672,7.271,7.288,2.402,169,1.3,0.00809,2.989
307,J AM ACAD CHILD PSY,0890-8567,17723,7.26,8.459,1.667,96,>10.0,0.02486,3.155
308,BMC MED,1741-7015,5708,7.249,7.705,1.23,178,3.1,0.0241,2.52
309,CONSERV LETT,1755-263X,1701,7.241,6.416,1.491,53,3.6,0.00945,2.686
310,PROG NUCL MAG RES SP,0079-6565,2127,7.237,6.281,1.684,19,8.7,0.00432,2.383
311,CANCER METAST REV,0167-7659,5649,7.234,9.312,0.716,74,7,0.01107,2.782
312,J INVEST DERMATOL,0022-202X,25658,7.216,6.706,2.184,277,8.6,0.04277,2.086
313,INTENS CARE MED,0342-4642,16128,7.214,5.793,2.765,132,7.1,0.03451,1.929
314,CURR OPIN STRUC BIOL,0959-440X,10897,7.201,8.077,1.238,105,8.1,0.03097,4.045
315,JACC-CARDIOVASC IMAG,1936-878X,4390,7.188,6.754,2.022,89,3.6,0.02465,2.775
316,CRIT REV BIOTECHNOL,0738-8551,1735,7.178,6.854,0.963,27,7.3,0.0027,1.644
317,JAMA PEDIATR,2168-6203,1184,7.148,7.157,2.845,116,1.3,0.00569,3.11
318,CURR OPIN BIOTECH,0958-1669,11210,7.117,7.983,2.101,149,6.8,0.02462,2.599
319,PART FIBRE TOXICOL,1743-8977,2620,7.113,9.254,1.536,69,4.2,0.00754,2.224
320,PHILOS T R SOC B,0962-8436,32026,7.055,7.885,2.172,413,7.2,0.07962,3.242
321,NEUROPSYCHOPHARMACOL,0893-133X,22005,7.048,8.168,1.582,292,6.4,0.05016,2.642
322,ANN ONCOL,0923-7534,26807,7.04,6.885,1.736,345,4.9,0.08086,2.314
323,FRONT NEUROENDOCRIN,0091-3022,3146,7.037,9.656,2.556,36,5.9,0.00802,3.21
324,INT REV PHYS CHEM,0144-235X,1553,7.034,6.282,0.75,16,9.1,0.00268,2.375
325,NANO RES,1998-0124,5222,7.01,8.387,1.374,174,3.9,0.01743,2.131
326,ADV ORGANOMET CHEM,0065-3055,791,7,6.7,3.2,5,>10.0,0.00031,1.966
327,ECOL MONOGR,0012-9615,9207,6.98,10.106,1.655,29,>10.0,0.00949,4.23
328,PLANT CELL ENVIRON,0140-7791,17291,6.96,6.643,1.729,207,8.8,0.02436,1.873
329,J CATAL,0021-9517,39917,6.921,7.31,1.41,315,>10.0,0.03557,1.622
330,RADIOLOGY,0033-8419,48908,6.867,7.259,0.935,369,>10.0,0.077,2.546
331,PLANT PHYSIOL,0032-0889,73318,6.841,8.03,1.459,449,>10.0,0.09218,2.35
332,NEUROSCIENTIST,1073-8584,3821,6.837,6.675,1.708,48,7.1,0.00883,2.4
333,CHEM COMMUN,1359-7345,160408,6.834,6.779,1.493,3701,4.4,0.35179,1.58
334,J BONE MINER RES,0884-0431,25097,6.832,7.015,1.866,268,8.2,0.04678,2.261
335,CURR OPIN CHEM BIOL,1367-5931,9712,6.813,8.501,1.524,103,6.6,0.02429,3.109
336,J NEUROL NEUROSUR PS,0022-3050,25650,6.807,5.55,2.129,202,>10.0,0.03499,1.97
337,IEEE COMMUN SURV TUT,1553-877X,2788,6.806,8.615,0.79,105,3.6,0.01568,3.91
338,MBIO,2150-7511,4529,6.786,6.781,1.46,354,2.1,0.02593,2.761
339,J MOL CELL BIOL,1674-2788,1141,6.771,7.543,1.714,42,3.1,0.00575,2.579
340,AM J CLIN NUTR,0002-9165,51613,6.77,7.328,1.51,339,9.6,0.07284,2.391
341,METAB ENG,1096-7176,3929,6.767,6.714,1.516,93,4.3,0.01026,1.879
342,ADV GENET,0065-2660,1371,6.76,5.35,0.312,16,6.9,0.00338,2.126
343,EMERG INFECT DIS,1080-6040,24477,6.751,6.519,1.917,315,6.3,0.05944,2.194
344,ACS APPL MATER INTER,1944-8244,32234,6.723,6.813,0.991,2762,2.3,0.09415,1.371
345,DRUG DISCOV TODAY,1359-6446,10008,6.691,6.423,1.112,233,6.5,0.01845,1.714
346,DIABETOLOGIA,0012-186X,26260,6.671,6.489,1.52,273,7.9,0.05563,2.313
347,EPIDEMIOL REV,0193-936X,3063,6.667,9.391,4.909,11,10,0.00392,3.852
348,J HEART LUNG TRANSPL,1053-2498,8562,6.65,4.914,1.576,144,5.5,0.02437,1.746
349,CHEM BIOL,1074-5521,11228,6.645,6.565,1.359,153,7.3,0.02806,2.581
350,CURR OPIN NEUROBIOL,0959-4388,12732,6.628,7.284,1.604,164,8.2,0.03386,3.558
351,PROG SOLID STATE CH,0079-6786,1635,6.6,6.968,0.5,16,>10.0,0.0011,2.239
352,MOL CELL PROTEOMICS,1535-9476,16299,6.564,6.886,1.513,273,5,0.05191,2.486
353,MOL NEURODEGENER,1750-1326,2058,6.563,5.709,0.672,58,3.7,0.00874,1.795
354,METHODS ECOL EVOL,2041-210X,2906,6.554,7.393,0.806,144,2.6,0.01751,2.918
355,GLOBAL ECOL BIOGEOGR,1466-822X,6957,6.531,7.18,0.992,132,6.2,0.02023,2.831
356,EUR J HEART FAIL,1388-9842,7181,6.526,5.631,0.861,151,4.7,0.02358,1.871
357,STEM CELLS,1066-5099,20143,6.523,7.532,1.363,281,6.1,0.04897,2.469
358,INT J NEURAL SYST,0129-0657,1154,6.507,4.265,0.478,46,3.7,0.00203,0.705
359,IEEE T IND ELECTRON,0278-0046,27141,6.498,6.498,1.659,694,4.7,0.06333,1.596
360,MOL ECOL,0962-1083,32977,6.494,6.33,1.325,419,7.2,0.06514,2.074
361,HYPERTENSION,0194-911X,34018,6.48,7.032,1.828,355,8.4,0.0567,2.211
362,TRAC-TREND ANAL CHEM,0165-9936,9058,6.472,6.927,1.084,143,5.7,0.01763,1.681
363,ANNU REV PUBL HEALTH,0163-7525,4090,6.469,7.365,1.962,26,9.1,0.00671,3.344
364,DEVELOPMENT,0950-1991,54140,6.462,6.741,1.35,463,>10.0,0.10863,3.097
365,J CHILD PSYCHOL PSYC,0021-9630,15504,6.459,6.681,1.212,118,9.2,0.02601,2.495
366,CRIT REV SOLID STATE,1040-8436,1052,6.45,8.848,1.882,17,8,0.00173,2.36
367,AGING-US,1945-4589,2583,6.432,4.761,0.658,76,3.5,0.01256,1.483
368,NEW ASTRON REV,1387-6473,865,6.429,2.491,0.4,5,8.4,0.00281,1.604
369,NANOTOXICOLOGY,1743-5390,2564,6.411,7.322,2.537,95,3.2,0.00676,1.556
370,BIOSENS BIOELECTRON,0956-5663,30531,6.409,6.045,1.917,820,4.2,0.05925,1.168
371,HUM MOL GENET,0964-6906,37440,6.393,6.85,1.596,581,6.8,0.0971,2.647
372,REMOTE SENS ENVIRON,0034-4257,34609,6.393,7.769,1.271,380,8.4,0.04574,1.934
373,ORG LETT,1523-7060,87730,6.364,5.849,1.864,1629,5.3,0.17446,1.409
374,DIABETES OBES METAB,1462-8902,6605,6.36,5.504,1.641,167,3.8,0.02155,1.624
375,ONCOTARGET,1949-2553,3908,6.359,6.368,0.572,979,2.4,0.01435,1.721
376,NEUROIMAGE,1053-8119,78028,6.357,7.289,1.5,1033,6.5,0.17251,2.253
377,J NEUROSCI,0270-6474,173265,6.344,7.348,1.188,1486,8,0.38395,2.86
378,AGING CELL,1474-9718,5793,6.34,6.593,1.405,116,4.7,0.01914,2.317
379,MOL PLANT,1674-2052,4214,6.337,6.534,2.26,104,3.3,0.01775,2.039
380,J MED GENET,0022-2593,11382,6.335,5.855,1.156,109,9,0.02408,2.46
381,BBA-GENE REGUL MECH,1874-9399,5799,6.332,5.661,0.794,141,5.7,0.01929,2.4
382,CRIT CARE MED,0090-3493,33132,6.312,6.289,2.572,304,8,0.06571,2.304
383,ANNU REV FOOD SCI T,1941-1413,600,6.289,6.767,0.947,19,3,0.00268,1.956
384,SPACE SCI REV,0038-6308,7430,6.283,5.087,1.085,59,7.1,0.02754,3.277
385,SCI SIGNAL,1945-0877,7211,6.279,7.137,1.359,170,3.9,0.04723,3.308
386,REV PHYSIOL BIOCH P,0303-4240,779,6.273,5.867,,,>10.0,0.00048,2.026
387,ONCOIMMUNOLOGY,2162-4011,2080,6.266,6.269,1.525,80,1.9,0.00695,1.4
388,SEMIN CELL DEV BIOL,1084-9521,6404,6.265,6.211,1.04,174,5.3,0.02248,2.482
389,MAYO CLIN PROC,0025-6196,9990,6.262,6.211,1.352,145,8.4,0.01982,2.289
390,CURR OPIN SOLID ST M,1359-0286,3068,6.235,6.656,0.613,31,>10.0,0.00472,2.317
391,J CROHNS COLITIS,1873-9946,2946,6.234,5.425,1.415,188,2.6,0.00933,1.271
392,MOL THER,1525-0016,13077,6.227,6.211,1.751,189,5.3,0.03524,1.964
393,ADV PARASIT,0065-308X,1702,6.226,4.435,1.35,20,8.8,0.00319,1.615
394,FUNGAL DIVERS,1560-2745,2441,6.221,5.797,2.5,48,3.9,0.00877,1.961
395,IEEE T SYST MAN CY B,1083-4419,7317,6.22,6.184,,0,6.6,0.0183,2.154
396,CIRC-CARDIOVASC INTE,1941-7640,2718,6.218,6.474,1.373,83,3.3,0.01767,2.906
397,CLADISTICS,0748-3007,3643,6.217,5.532,1.188,32,9.6,0.00466,1.877
398,J POWER SOURCES,0378-7753,83937,6.217,6.227,1.744,2139,5.6,0.11637,1.126
399,MUTAT RES-REV MUTAT,1383-5742,2740,6.213,6.635,1.238,21,7.1,0.00461,1.956
400,J CLIN ENDOCR METAB,0021-972X,72536,6.209,6.544,1.022,882,8.8,0.12046,2.058
401,TRENDS PARASITOL,1471-4922,5287,6.204,5.617,1.433,60,7,0.01177,1.901
402,ENVIRON MICROBIOL,1462-2912,16493,6.201,6.312,1.406,266,5.9,0.04189,2.082
403,CARBON,0008-6223,46718,6.196,6.89,1.378,983,6.1,0.07331,1.461
404,EPIDEMIOLOGY,1044-3983,10623,6.196,7.052,1.5,98,8.7,0.02581,3.243
405,MODERN PATHOL,0893-3952,11797,6.187,5.609,1.64,175,6.6,0.02703,1.85
406,J NUCL MED,0161-5505,22620,6.16,6.28,1.208,308,7.5,0.04255,1.967
407,POLYM REV,1558-3724,1388,6.156,7.9,1.312,16,6.1,0.00255,2.004
408,NANOMED-NANOTECHNOL,1549-9634,5381,6.155,7.275,1.038,186,3.8,0.01401,1.595
409,OPHTHALMOLOGY,0161-6420,29035,6.135,6.117,1.581,313,8.3,0.05032,1.848
410,PHYS LETT B,0370-2693,61553,6.131,4.08,2.104,817,>10.0,0.10527,1.519
411,LAB CHIP,1473-0197,21499,6.115,5.775,1.329,502,4,0.06176,1.514
412,J HIGH ENERGY PHYS,1029-8479,65164,6.111,4.932,2.347,2002,3.6,0.16321,1.259
413,NUTR REV,0029-6643,5837,6.076,5.708,0.958,71,7.3,0.0115,1.789
414,CURR OPIN VIROL,1879-6257,1829,6.064,6.399,1.086,105,2.5,0.01067,2.5
415,J INTERN MED,0954-6820,8802,6.063,5.622,2.25,100,8.1,0.01508,1.819
416,BIOTECHNOL BIOFUELS,1754-6834,3026,6.044,6.959,0.724,174,2.6,0.01206,1.943
417,COCHRANE DB SYST REV,1469-493X,43592,6.032,6.536,1.007,801,4.8,0.14893,2.353
418,GLIA,0894-1491,11659,6.031,5.511,1.98,147,7.4,0.02287,1.781
419,ALLERGY,0105-4538,13418,6.028,5.948,1.963,190,6.4,0.02539,1.601
420,ACTA BIOMATER,1742-7061,18776,6.025,6.589,1.337,496,3.9,0.05186,1.414
421,CRIT REV MICROBIOL,1040-841X,1838,6.02,6.622,2.708,24,7.3,0.00337,1.906
422,WIRES RNA,1757-7004,1305,6.019,6.164,1.158,57,2.8,0.00888,2.775
423,IEEE T POWER ELECTR,0885-8993,21131,6.008,5.98,0.911,637,4.9,0.04014,1.279
424,ARTERIOSCL THROM VAS,1079-5642,32864,6,6.195,1.353,312,8.4,0.05899,2.112
425,J INFECT DIS,0022-1899,44607,5.997,5.862,2.141,538,8.7,0.09443,2.294
426,ASTROPHYS J,0004-637X,195795,5.993,5.636,1.741,2785,7.6,0.52167,2.387
427,ARCH TOXICOL,0340-5761,6045,5.98,4.933,1.521,146,5.2,0.0104,1.063
428,PLANT J,0960-7412,38130,5.972,6.963,1.365,334,8.3,0.06225,2.246
429,HUM BRAIN MAPP,1065-9471,16505,5.969,6.687,1.176,454,6,0.04236,2.285
430,GENETICS,0016-6731,44722,5.963,5.241,0.982,326,>10.0,0.05823,2.338
431,ADV IMMUNOL,0065-2776,2270,5.962,6.974,1.88,25,7.9,0.0064,3.494
432,CAN MED ASSOC J,0820-3946,12121,5.959,6.912,2.12,83,8.7,0.02325,2.67
433,CARDIOVASC RES,0008-6363,21783,5.94,5.992,1.424,210,7.9,0.03977,1.925
434,PSYCHOL MED,0033-2917,19189,5.938,6.336,1.024,293,8.6,0.03708,2.223
435,TOB CONTROL,0964-4563,5600,5.933,5.352,2.133,135,6.3,0.01461,2.018
436,RENEW SUST ENERG REV,1364-0321,21901,5.901,7.445,1.176,835,3.7,0.05852,1.601
437,AM J KIDNEY DIS,0272-6386,19397,5.9,5.555,1.949,197,9.1,0.03315,1.863
438,CURR OPIN MICROBIOL,1369-5274,8080,5.9,6.99,0.828,99,6.9,0.02207,2.779
439,ANNU REV ENV RESOUR,1543-5938,2122,5.892,9.372,0.348,23,7.5,0.00529,3.864
440,CIRC-HEART FAIL,1941-3289,3540,5.891,6.42,1.559,111,3.3,0.02033,2.618
441,BRAIN BEHAV IMMUN,0889-1591,8218,5.889,5.895,1.278,205,4.7,0.02243,1.727
442,ANESTHESIOLOGY,0003-3022,23780,5.879,5.794,1.447,235,9.7,0.03807,1.885
443,ADV ATOM MOL OPT PHY,1049-250X,766,5.875,4.07,0.333,6,>10.0,0.00178,2.605
444,J PSYCHIATR NEUROSCI,1180-4882,2491,5.861,6.789,0.902,41,6,0.00622,2.172
445,IEEE SIGNAL PROC MAG,1053-5888,5989,5.852,5.876,1.333,72,7,0.0148,2.887
446,CURR OPIN COLLOID IN,1359-0294,5702,5.84,7.966,1.054,56,8.5,0.00964,2.285
447,HAEMATOLOGICA,0390-6078,12975,5.814,5.653,1.562,217,5.4,0.04042,2.095
448,J COSMOL ASTROPART P,1475-7516,17560,5.81,5.002,2.514,623,3.3,0.06303,1.643
449,CELL MOL LIFE SCI,1420-682X,19985,5.808,6.005,1.345,304,6.3,0.04911,2.085
450,MACROMOLECULES,0024-9297,101504,5.8,5.654,1.155,950,9,0.12041,1.278
451,ADV HEALTHC MATER,2192-2640,1857,5.797,5.812,1.273,209,1.7,0.00675,1.564
452,OPEN BIOL,2046-2441,833,5.784,5.835,0.846,65,2,0.00555,2.623
453,IEEE T PATTERN ANAL,0162-8828,29822,5.781,7.762,0.705,190,>10.0,0.05105,3.313
454,CLIN MICROBIOL INFEC,1198-743X,11650,5.768,5.059,1.254,393,4.2,0.03756,1.648
455,ACS MACRO LETT,2161-1653,3481,5.764,5.875,1.231,264,2.1,0.01392,1.629
456,PLANT BIOTECHNOL J,1467-7644,4031,5.752,5.587,1.3,120,4.4,0.01055,1.487
457,BIOMACROMOLECULES,1525-7797,31769,5.75,6.432,0.965,489,6,0.05495,1.45
458,CURR ISSUES MOL BIOL,1467-3037,555,5.75,4.277,0.333,6,8.2,0.00097,1.296
459,FREE RADICAL BIO MED,0891-5849,33783,5.736,5.855,1.147,373,8.4,0.0482,1.498
460,ARCH PEDIAT ADOL MED,1072-4710,9704,5.731,5.485,,0,8.5,0.02018,2.322
461,CHEM-EUR J,0947-6539,77915,5.731,5.635,1.255,2069,4.4,0.19807,1.435
462,ALIMENT PHARM THER,0269-2813,16005,5.727,5.273,2.609,230,6.6,0.03093,1.517
463,MEDICINE,0025-7974,4912,5.723,5.285,0.103,311,>10.0,0.00585,1.904
464,STROKE,0039-2499,58619,5.723,6.56,1.311,572,8.7,0.10311,2.132
465,EUROSURVEILLANCE,1560-7917,6152,5.722,4.336,1.385,205,3.7,0.02482,1.504
466,J THROMB HAEMOST,1538-7933,14764,5.72,5.593,0.987,233,5.6,0.04504,2.033
467,STEM CELL TRANSL MED,2157-6564,1253,5.709,5.714,0.722,158,2,0.00551,1.739
468,PROG SURF SCI,0079-6816,1876,5.696,6.93,2.143,7,>10.0,0.00269,2.967
469,NANOPHOTONICS-BERLIN,2192-8606,301,5.686,5.686,0.37,27,2.1,0.00208,2.564
470,AM J TRANSPLANT,1600-6135,18092,5.683,5.717,1.334,299,5.5,0.0532,2.003
471,MOL CANCER THER,1535-7163,16563,5.683,5.895,1.151,279,5.8,0.04,1.794
472,MOVEMENT DISORD,0885-3185,18803,5.68,4.983,1.358,243,6.5,0.03934,1.524
473,MRS BULL,0883-7694,6108,5.667,5.418,0.989,93,7,0.01503,2.075
474,PRECAMBRIAN RES,0301-9268,12318,5.664,5.57,1.085,248,7.7,0.01776,1.398
475,ADV SYNTH CATAL,1615-4150,18854,5.663,5.556,1.522,410,4.8,0.04169,1.308
476,CIRC-CARDIOVASC QUAL,1941-7705,2725,5.656,5.81,0.89,109,3.4,0.01949,2.901
477,CURR OPIN LIPIDOL,0957-9672,3864,5.656,5.659,1.25,64,6.6,0.00914,1.921
478,ANAL CHEM,0003-2700,105680,5.636,5.794,1.043,1665,7.7,0.16446,1.447
479,CANCER LETT,0304-3835,22516,5.621,4.958,1.428,421,6.3,0.03936,1.237
480,TRANSL PSYCHIAT,2158-3188,1919,5.62,5.681,0.801,141,2.3,0.0093,1.843
481,BRAIN STRUCT FUNCT,1863-2653,2478,5.618,6.935,1.354,147,3.8,0.01072,2.431
482,STRUCTURE,0969-2126,13533,5.618,5.895,1.353,167,7.9,0.04358,3.169
483,APPL ENERG,0306-2619,23996,5.613,6.33,1.643,1260,3.1,0.05756,1.203
484,ACTA PSYCHIAT SCAND,0001-690X,11769,5.605,5.256,2.012,83,>10.0,0.01287,1.582
485,CLIN SCI,0143-5221,8820,5.598,5.348,1.604,134,9.4,0.0137,1.576
486,HEART,1355-6037,14939,5.595,4.782,2,225,6.7,0.04179,1.972
487,SCI REP-UK,2045-2322,22336,5.578,5.597,0.722,3931,1.7,0.1149,2.073
488,REV MED VIROL,1052-9276,1845,5.574,5.985,0.808,26,7,0.00429,2.075
489,INT J PLASTICITY,0749-6419,7364,5.567,5.89,1.222,135,6.7,0.01644,1.935
490,BLOOD REV,0268-960X,1974,5.565,5.405,0.828,29,6.7,0.00545,2.102
491,NEURO-ONCOLOGY,1522-8517,5623,5.562,5.96,1.616,172,3.9,0.01967,1.889
492,ENVIRON INT,0160-4120,12067,5.559,6.657,1.047,254,6.5,0.023,1.784
493,AIDS,0269-9370,22502,5.554,5.785,1.467,353,6.9,0.05444,2.165
494,BRIT J SURG,0007-1323,20540,5.542,5.522,0.94,216,>10.0,0.03445,2.004
495,EXPERT OPIN INV DRUG,1354-3784,4461,5.528,4.564,1.158,114,5.3,0.01089,1.279
496,WATER RES,0043-1354,53631,5.528,6.279,0.966,667,8.2,0.07753,1.59
497,J EXP BOT,0022-0957,32646,5.526,6.312,1.16,505,7.3,0.05679,1.736
498,J ECOL,0022-0477,15745,5.521,6.314,1.179,151,>10.0,0.02741,2.422
499,POLYM CHEM-UK,1759-9954,10407,5.52,5.723,1.81,747,2.1,0.03091,1.227
500,CRYOSPHERE,1994-0416,2467,5.516,5.591,0.981,161,2.6,0.01483,2.364
501,J CHEM THEORY COMPUT,1549-9618,17918,5.498,5.76,1.195,550,3.9,0.06007,1.76
502,J CLIN PSYCHIAT,0160-6689,18227,5.498,5.818,0.772,171,9.2,0.02546,1.824
503,CHEM REC,1527-8999,1599,5.492,5.162,0.612,67,6.4,0.003,1.388
504,BREAST CANCER RES,1465-542X,8885,5.49,6.281,0.617,175,5.2,0.02791,2.228
505,DNA RES,1340-2838,2456,5.477,5.707,1.143,56,6.4,0.00495,1.628
506,PEDIATRICS,0031-4005,65154,5.473,6.169,0.892,695,8.3,0.13185,2.305
507,ALTEX-ALTERN ANIM EX,1868-596X,815,5.467,4.917,1,38,4.1,0.00142,0.82
508,CLIN REV ALLERG IMMU,1080-0549,1925,5.463,4.444,0.926,54,4.1,0.0049,1.149
509,J MED CHEM,0022-2623,63060,5.447,5.464,1.3,773,8.4,0.0869,1.367
510,CRIT REV PLANT SCI,0735-2689,2659,5.442,5.982,1.095,21,9.8,0.00307,1.707
511,ANN FAM MED,1544-1709,3556,5.434,5.886,2.952,62,5.7,0.01115,2.424
512,J CELL SCI,0021-9533,42808,5.432,5.999,0.93,442,8.8,0.09487,2.528
513,CATAL SCI TECHNOL,2044-4753,5419,5.426,5.525,1.029,456,2.2,0.01664,1.171
514,EUR J CANCER,0959-8049,23587,5.417,5.624,1.295,339,6.7,0.05601,1.879
515,IEEE WIREL COMMUN,1536-1284,3015,5.417,5.381,0.568,81,4.4,0.01697,3.127
516,J GERONTOL A-BIOL,1079-5006,13534,5.416,5.406,1.414,198,8.4,0.02188,1.662
517,BASIC RES CARDIOL,0300-8428,3516,5.414,4.943,0.804,46,5.1,0.00977,1.528
518,MOL AUTISM,2040-2392,577,5.413,5.821,0.442,52,2.4,0.00309,2.044
519,NANOMEDICINE-UK,1743-5889,4318,5.413,5.955,0.621,177,4,0.01105,1.367
520,J NEUROINFLAMM,1742-2094,5318,5.408,5.632,0.605,215,3.2,0.01822,1.522
521,J CEREBR BLOOD F MET,0271-678X,15903,5.407,5.455,0.974,232,8,0.02931,1.784
522,EUR J NUCL MED MOL I,1619-7070,11724,5.383,5.09,1.427,232,6.1,0.02596,1.537
523,BIOSCIENCE,0006-3568,13169,5.377,6.326,0.935,93,>10.0,0.01437,2.516
524,GASTROINTEST ENDOSC,0016-5107,19228,5.369,5.225,1.826,219,7.2,0.03386,1.432
525,STEM CELL REP,2213-6711,461,5.365,5.365,1.077,168,1.1,0.00257,3.102
526,ADDICT BIOL,1355-6215,2830,5.359,5.204,0.851,101,4,0.00866,1.541
527,CYTOKINE GROWTH F R,1359-6101,4708,5.357,7.968,0.841,69,8.3,0.00889,2.562
528,DRUG METAB REV,0360-2532,2339,5.356,5.984,1,28,8.6,0.00342,1.679
529,BBA-BIOENERGETICS,0005-2728,10387,5.353,5.132,1.287,202,6.4,0.02378,1.646
530,ASTROPHYS J LETT,2041-8205,44743,5.339,4.854,1.584,669,7.8,0.16923,3.006
531,EUR J EPIDEMIOL,0393-2990,5316,5.339,5.452,0.675,77,7.2,0.01433,2.099
532,GENOME MED,1756-994X,1660,5.338,4.351,0.543,94,3,0.01078,1.841
533,J BIOMED NANOTECHNOL,1550-7033,3556,5.338,4.138,1.386,246,2.4,0.00578,0.531
534,SOL ENERG MAT SOL C,0927-0248,25351,5.337,5.755,1.042,524,5.6,0.04657,1.287
535,CARCINOGENESIS,0143-3334,22394,5.334,5.698,1.248,314,7.9,0.03536,1.559
536,EPIGENET CHROMATIN,1756-8935,603,5.333,4.63,0.684,38,2.6,0.00445,2.35
537,ACS CHEM BIOL,1554-8929,6223,5.331,5.459,1.158,322,2.9,0.02934,2.083
538,MOL ONCOL,1574-7891,2075,5.331,5.669,1.289,135,3.2,0.00835,1.929
539,ENVIRON SCI TECHNOL,0013-936X,116924,5.33,6.326,0.789,1694,7.1,0.20029,1.681
540,ADV CANCER RES,0065-230X,1956,5.321,5.829,0.25,40,8.3,0.00376,2.02
541,CIRC-CARDIOVASC IMAG,1941-9651,2786,5.316,6,1.367,98,3.3,0.01761,2.628
542,J ANTIMICROB CHEMOTH,0305-7453,23616,5.313,4.984,1.525,459,6.3,0.05326,1.589
543,MIS QUART,0276-7783,9600,5.311,8.49,0.796,54,>10.0,0.01206,3.092
544,CURR OPIN NEUROL,1350-7540,4789,5.307,5.004,0.828,87,6,0.01267,1.73
545,PERSOONIA,0031-5850,824,5.3,5.196,1.591,22,4.9,0.00297,1.829
546,AM J BIOETHICS,1526-5161,1363,5.288,4,12,23,4.4,0.00388,1.627
547,J THORAC ONCOL,1556-0864,8883,5.282,4.852,0.957,258,3.8,0.03525,1.594
548,J BONE JOINT SURG AM,0021-9355,37434,5.28,4.839,0.471,340,>10.0,0.04747,1.757
549,P NUTR SOC,0029-6651,4458,5.273,4.321,0.948,58,9.4,0.00619,1.234
550,AM J EPIDEMIOL,0002-9262,35307,5.23,5.632,1.404,265,>10.0,0.05586,2.378
551,PAIN,0304-3959,31705,5.213,6.241,1.239,284,9.6,0.05075,2.162
552,WILDLIFE MONOGR,0084-0173,664,5.2,5,0.833,6,>10.0,0.00042,2.015
553,J TISSUE ENG REGEN M,1932-6254,2634,5.199,4.328,0.861,101,3.4,0.0075,1.029
554,CRIT REV FOOD SCI,1040-8398,5935,5.176,6.028,1.25,112,8.9,0.00799,1.564
555,OBSTET GYNECOL,0029-7844,26836,5.175,5.098,1.209,282,9.5,0.04815,1.939
556,SEMIN IMMUNOL,1044-5323,3502,5.17,5.504,1.524,63,6.7,0.00958,2.447
557,ADV GEOPHYS,0065-2687,440,5.167,4,0,2,>10.0,0.00046,2.415
558,BBA-MOL CELL BIOL L,1388-1981,7312,5.162,4.904,1.265,181,5.6,0.02066,1.71
559,EXPERT REV MOL MED,1462-3994,1736,5.152,6.703,1,13,5.5,0.00507,2.153
560,AM J SURG PATHOL,0147-5185,18910,5.145,5.328,1.074,202,9.2,0.03022,1.697
