Rank,Abbreviated Journal Title,ISSN,Total Cites,Impact factor,5-Year IF,Immediacy Index,Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
281,THERANOSTICS,1838-7640,1112,7.827,7.843,1.398,83,1.6,0.00365,1.719
282,NAT REV NEPHROL,1759-5061,1915,8.368,7.825,1.455,55,2.7,0.01157,2.957
283,CURR OPIN GENET DEV,0959-437X,8165,8.568,7.824,1.461,89,7,0.03152,4.301
284,BRIT J PSYCHIAT,0007-1250,22364,7.343,7.815,1.931,116,>10.0,0.02925,2.553
285,AM J CLIN NUTR,0002-9165,52237,6.918,7.802,1.292,332,9.1,0.08323,2.432
286,J CONTROL RELEASE,0168-3659,31650,7.261,7.768,1,378,7,0.05261,1.829
287,NANOTOXICOLOGY,1743-5390,2015,7.336,7.766,1.571,77,2.8,0.00625,1.747
288,CRIT REV BIOCHEM MOL,1040-9238,2868,5.81,7.754,1.303,33,8.6,0.00826,3.686
289,BRIEF BIOINFORM,1467-5463,3308,5.919,7.738,2.484,62,5.2,0.01404,3.098
290,ONCOGENE,0950-9232,62603,8.559,7.719,2.207,565,8,0.12625,2.842
291,J OPER MANAG,0272-6963,5596,4.478,7.718,0.525,40,8.3,0.00697,2.062
292,CURR OPIN MICROBIOL,1369-5274,7917,7.216,7.684,0.971,102,6.3,0.02586,3.234
293,NEUROPSYCHOL REV,1040-7308,1914,5.4,7.672,0.7,20,5.6,0.00554,2.526
294,EMBO REP,1469-221X,10867,7.858,7.653,2.069,101,6.5,0.03964,3.768
295,J NEUROSCI,0270-6474,167915,6.747,7.648,1.232,1765,7.7,0.41376,3.05
296,ADV CATAL,0360-0564,1433,8.143,7.625,0,3,>10.0,0.00057,2.148
297,P IEEE,0018-9219,20916,5.466,7.617,0.558,154,>10.0,0.04117,3.501
298,ENVIRON HEALTH PERSP,0091-6765,31363,7.029,7.607,1.649,208,8.1,0.0549,2.359
299,ACS CATAL,2155-5435,4446,7.572,7.592,1.32,378,1.7,0.01764,2.031
300,MUTAT RES-REV MUTAT,1383-5742,2820,7.326,7.585,0.8,25,6.4,0.00678,2.369
301,CSH PERSPECT MED,2157-1422,1240,7.559,7.559,0.858,106,1.5,0.00799,3.141
302,CURR OPIN NEUROBIOL,0959-4388,12062,6.765,7.549,1.701,147,8.1,0.03592,4.021
303,PLANT J,0960-7412,36475,6.815,7.535,1.293,341,7.8,0.07366,2.529
304,AGEING RES REV,1568-1637,2399,7.628,7.517,0.667,93,4.3,0.00728,2.122
305,CHEMSUSCHEM,1864-5631,6913,7.117,7.497,1.107,291,2.8,0.02602,1.772
306,ARCH NEUROL-CHICAGO,0003-9942,22121,7.008,7.481,,0,9.7,0.04173,2.657
307,BRAIN STRUCT FUNCT,1863-2653,1821,4.567,7.451,1.441,102,3.5,0.01007,2.95
308,BMC MED,1741-7015,4052,7.276,7.446,1.505,214,2.9,0.01741,2.496
309,J AM ACAD CHILD PSY,0890-8567,16265,6.354,7.444,1.135,96,>10.0,0.02301,2.533
310,ACM COMPUT SURV,0360-0300,3058,4.043,7.443,0.389,72,>10.0,0.00738,3.836
311,JACC-CARDIOVASC INTE,1936-8798,4558,7.44,7.424,1.265,132,3.2,0.02873,2.911
312,PHYS REV LETT,0031-9007,378568,7.728,7.411,2.143,3555,8.5,1.00952,3.455
313,CURR OPIN SOLID ST M,1359-0286,2710,7.167,7.409,0.5,32,9.6,0.00456,2.478
314,MOL CELL PROTEOMICS,1535-9476,15491,7.254,7.395,1.39,305,4.9,0.05307,2.655
315,IEEE SIGNAL PROC MAG,1053-5888,5580,4.481,7.379,1.574,68,6.5,0.02023,3.852
316,BIOTECHNOL BIOFUELS,1754-6834,1790,6.221,7.368,0.788,184,2.6,0.00701,1.879
317,MOL INTERV,1534-0384,1073,12.143,7.36,,0,7.7,0.00197,2.359
318,Q REV BIOL,0033-5770,3503,5.059,7.358,0.333,9,>10.0,0.00273,3.079
319,HYPERTENSION,0194-911X,34751,7.632,7.346,1.887,327,8.3,0.06457,2.341
320,CRIT REV BIOTECHNOL,0738-8551,1652,7.837,7.337,1.458,24,6.9,0.00293,1.841
321,TRAC-TREND ANAL CHEM,0165-9936,8346,6.612,7.311,1.377,167,5.6,0.01792,1.84
322,CURR OPIN COLLOID IN,1359-0294,4931,6.398,7.305,1.333,51,7.9,0.00944,2.178
323,NEW PHYTOL,1469-8137,30697,6.373,7.289,1.931,421,7.1,0.06453,2.268
324,GLOBAL ECOL BIOGEOGR,1466-822X,6199,7.242,7.252,1.373,118,6,0.01719,2.543
325,J PSYCHIATR NEUROSCI,1180-4882,2519,7.492,7.234,1.105,38,5.5,0.0066,2.143
326,CAN MED ASSOC J,0820-3946,12130,5.808,7.232,2.172,87,8.4,0.02482,2.626
327,J PATHOL,0022-3417,14897,7.33,7.224,1.994,167,7.4,0.03607,2.613
328,CELL REP,2211-1247,2416,7.207,7.215,1.398,475,1.3,0.01927,4.76
329,KIDNEY INT,0085-2538,36731,8.52,7.181,1.991,235,8.9,0.06367,2.686
330,SCI SIGNAL,1945-0877,6207,6.337,7.123,1.471,187,3.3,0.04692,3.412
331,SEMIN LIVER DIS,0272-8087,3490,5.123,7.102,0.366,41,8.3,0.00753,2.407
332,GREEN CHEM,1463-9262,18513,6.852,7.081,1.476,401,4,0.03992,1.413
333,ADV ORGANOMET CHEM,0065-3055,903,3.6,7.05,0.333,3,>10.0,0.00059,1.765
334,PROG QUANT ELECTRON,0079-6727,803,4.688,7.027,0.571,7,>10.0,0.00151,2.447
335,PSYCHOTHER PSYCHOSOM,0033-3190,3073,9.37,7.024,1.633,30,7.5,0.00558,1.963
336,IEEE T PATTERN ANAL,0162-8828,27275,5.694,7.015,0.659,223,>10.0,0.04888,3.155
337,NANOMED-NANOTECHNOL,1549-9634,4175,5.978,7.013,1.169,136,3.4,0.01155,1.52
338,MBIO,2150-7511,2747,6.875,6.991,1.578,256,1.9,0.01705,3.051
339,IEEE T EVOLUT COMPUT,1089-778X,6461,5.545,6.986,0.314,51,9.4,0.00931,2.01
340,BIOINFORMATICS,1367-4803,56703,4.621,6.968,0.792,649,6.7,0.18082,3.128
341,HUM MOL GENET,0964-6906,35897,6.677,6.968,1.617,449,6.8,0.10701,2.844
342,NEUROIMAGE,1053-8119,69654,6.132,6.956,1.479,873,6.2,0.17318,2.211
343,HUM BRAIN MAPP,1065-9471,14858,6.924,6.956,1.315,257,6,0.0418,2.438
344,CRIT REV SOLID STATE,1040-8436,852,2.714,6.953,0.7,10,7.7,0.00135,1.871
345,BRAIN STIMUL,1935-861X,1502,5.432,6.95,0.822,129,3,0.00636,1.91
346,CIRC-CARDIOVASC INTE,1941-7640,2311,6.982,6.95,0.659,82,2.9,0.01584,2.931
347,CIRC-CARDIOVASC IMAG,1941-9651,2341,6.752,6.947,0.952,125,2.9,0.01403,2.629
348,BMC BIOL,1741-7007,3214,7.431,6.942,1.393,84,4,0.01637,2.853
349,NANOSCALE,2040-3364,16387,6.739,6.925,1.29,1546,2,0.05605,1.615
350,CHEST,0012-3692,45651,7.132,6.916,1.775,435,8.9,0.07787,2.424
351,J PHYS CHEM LETT,1948-7185,13562,6.687,6.91,1.663,677,2.5,0.06759,2.25
352,ANNU REV FOOD SCI T,1941-1413,469,5.978,6.908,0.905,21,2.6,0.00209,1.923
353,EPIDEMIOLOGY,1044-3983,9837,6.178,6.894,1.921,101,8.3,0.02596,3.154
354,MUCOSAL IMMUNOL,1933-0219,2420,7.537,6.894,1.981,104,3,0.01345,2.594
355,CLADISTICS,0748-3007,3339,6.091,6.893,1.767,30,9.4,0.00699,2.361
356,IEEE T IND INFORM,1551-3203,2644,8.785,6.874,1.394,231,2.4,0.00823,1.679
357,CRIT REV MICROBIOL,1040-841X,1652,6.087,6.865,1.857,28,6.8,0.0033,2.058
358,EMERG INFECT DIS,1080-6040,24364,7.327,6.855,1.695,311,5.9,0.06399,2.228
359,PROG NUCL MAG RES SP,0079-6565,2195,8.711,6.853,1.4,20,8.4,0.00437,2.396
360,SIAM J IMAGING SCI,1936-4954,1430,2.867,6.851,0.417,96,4.3,0.01405,4.157
361,AGING CELL,1474-9718,5361,5.939,6.845,1.373,126,4.7,0.02045,2.557
362,DIABETOLOGIA,0012-186X,26485,6.88,6.835,1.532,284,7.5,0.05552,2.227
363,RENEW SUST ENERG REV,1364-0321,15126,5.51,6.796,1.049,672,3.4,0.04411,1.505
364,ENVIRON MICROBIOL,1462-2912,15872,6.24,6.777,1.48,250,5.4,0.04951,2.264
365,STROKE,0039-2499,56480,6.018,6.757,1.17,653,8.5,0.1038,2.166
366,J MATER CHEM,0959-9428,83225,6.626,6.743,,0,3.3,0.22697,1.509
367,ARCH COMPUT METHOD E,1134-3060,783,4.136,6.738,0.357,14,5.3,0.00416,3.822
368,BIOSCIENCE,0006-3568,12300,5.439,6.727,0.543,70,>10.0,0.01852,2.961
369,RADIOLOGY,0033-8419,45811,6.214,6.723,1.305,380,>10.0,0.07197,2.236
370,COCHRANE DB SYST REV,1469-493X,39856,5.939,6.706,0.816,1007,4.9,0.1359,2.326
371,JACC-CARDIOVASC IMAG,1936-878X,3744,6.986,6.706,2.05,100,3.2,0.02309,2.62
372,SPORTS MED,0112-1642,7817,5.32,6.697,0.609,92,9.5,0.01056,2.057
373,GONDWANA RES,1342-937X,5879,8.122,6.682,3.212,170,3.1,0.01679,1.802
374,EUR RESPIR J,0903-1936,27463,7.125,6.68,1.99,299,7.6,0.05615,2.107
375,DEVELOPMENT,0950-1991,51998,6.273,6.671,1.313,473,9.7,0.1198,3.376
376,CARBON,0008-6223,39497,6.16,6.638,1.12,826,6.5,0.06461,1.487
377,ADV MICROB PHYSIOL,0065-2911,1014,5.8,6.632,0.333,12,>10.0,0.00138,2.168
378,DRUG DISCOV TODAY,1359-6446,9454,5.964,6.594,0.993,146,6.2,0.01963,1.772
379,METHODS ECOL EVOL,2041-210X,1731,5.322,6.587,0.978,135,2.2,0.01006,2.485
380,CHEM BIOL,1074-5521,10344,6.586,6.582,1.154,143,7,0.02944,2.647
381,MOL ECOL,0962-1083,31185,5.84,6.543,1.461,414,6.8,0.06838,2.045
382,J STAT SOFTW,1548-7660,3717,3.801,6.538,0.327,55,5.2,0.02066,3.73
383,BIOFUEL BIOPROD BIOR,1932-104X,1596,4.263,6.522,0.824,51,4.3,0.0055,1.635
384,J BONE MINER RES,0884-0431,23020,6.589,6.52,1.324,250,8.3,0.04442,2.104
385,REV MED VIROL,1052-9276,1879,5.759,6.515,1.192,26,6.3,0.00486,2.237
386,IEEE T IND ELECTRON,0278-0046,24432,6.5,6.515,1.441,553,4.5,0.0612,1.528
387,CIRC-HEART FAIL,1941-3289,2602,5.945,6.513,1.178,146,3.1,0.0172,2.764
388,PSYCHOL MED,0033-2917,18421,5.428,6.491,1.277,224,8.5,0.03509,2.125
389,NEUROSCIENTIST,1073-8584,3594,7.618,6.491,1.702,47,6.6,0.00918,2.364
390,CHEM COMMUN,1359-7345,139193,6.718,6.485,1.429,3136,4.4,0.31646,1.517
391,J CLIN ENDOCR METAB,0021-972X,69351,6.31,6.479,1.148,788,8.6,0.11799,1.985
392,J ECOL,0022-0477,14830,5.694,6.477,1.215,149,>10.0,0.02753,2.395
393,ADV CANCER RES,0065-230X,1957,4.255,6.47,0.8,25,8.9,0.00461,2.396
394,SEMIN CELL DEV BIOL,1084-9521,6082,5.971,6.463,1.362,80,4.8,0.02596,2.806
395,CLIN PHARMACOL THER,0009-9236,15106,7.39,6.461,3.191,131,6.9,0.03442,2.13
396,CELL MOL LIFE SCI,1420-682X,19252,5.856,6.455,1.57,300,5.8,0.05714,2.305
397,CANCER TREAT REV,0305-7372,4867,6.466,6.451,2.077,104,4.8,0.01414,1.965
398,SOC COGN AFFECT NEUR,1749-5016,2787,5.884,6.447,1.957,117,3.5,0.01214,2.402
399,NUTR RES REV,0954-4224,1374,3.861,6.443,0.059,17,8.1,0.00294,1.996
400,ARTERIOSCL THROM VAS,1079-5642,32038,5.533,6.43,1.26,358,7.9,0.06297,2.19
401,APPL CATAL B-ENVIRON,0926-3373,26457,6.007,6.423,1.571,475,5.4,0.04907,1.36
402,J CATAL,0021-9517,36258,6.073,6.423,1.265,309,>10.0,0.03432,1.484
403,ECOLOGY,0012-9658,52767,5,6.421,0.618,285,>10.0,0.06511,2.508
404,SEMIN IMMUNOPATHOL,1863-2297,1649,6.482,6.42,1.388,49,3.2,0.00842,2.299
405,CRIT CARE MED,0090-3493,33784,6.147,6.404,2.598,346,7.6,0.06336,2.006
406,ONCOTARGET,1949-2553,2217,6.627,6.402,0.616,198,2.2,0.01103,2.022
407,ADV IMMUNOL,0065-2776,2289,5.529,6.4,0.5,22,8.1,0.00672,3.491
408,B WORLD HEALTH ORGAN,0042-9686,11901,5.112,6.372,1.167,96,>10.0,0.0223,2.666
409,MOL THER,1525-0016,12709,6.425,6.351,1.897,213,5,0.03936,2.049
410,MOL PLANT,1674-2052,3444,6.605,6.348,2.231,143,3,0.01622,1.971
411,MILBANK Q,0887-378X,2531,5.061,6.347,0.458,24,9.3,0.00585,2.961
412,PAIN,0304-3959,30877,5.836,6.341,1.084,323,9.2,0.0492,1.937
413,CRIT REV TOXICOL,1040-8444,3232,6.414,6.341,0.595,37,7.7,0.00529,1.711
414,STRUCTURE,0969-2126,13343,6.794,6.337,1.343,204,7.6,0.04742,3.403
415,ADV CARBOHYD CHEM BI,0065-2318,842,3.917,6.313,0,4,>10.0,0.00094,1.754
416,GLOBAL BIOGEOCHEM CY,0886-6236,11838,4.528,6.304,0.664,107,9.4,0.02425,2.842
417,CURR OPIN VIROL,1879-6257,1202,6.298,6.303,0.867,90,1.9,0.00761,2.556
418,CIRC-ARRHYTHMIA ELEC,1941-3149,3017,5.417,6.291,0.929,169,3,0.01925,2.534
419,ONCOIMMUNOLOGY,2162-4011,1133,6.283,6.283,1.329,167,1.4,0.00331,1.366
420,ENVIRON SCI TECHNOL,0013-936X,105646,5.481,6.277,0.734,1689,6.9,0.20326,1.693
421,ANN ONCOL,0923-7534,24363,6.578,6.277,1.659,507,5.1,0.07521,2.133
422,J CHILD PSYCHOL PSYC,0021-9630,14316,5.669,6.264,1.322,121,9.1,0.02445,2.228
423,WIRES RNA,1757-7004,1015,6.154,6.263,1.286,49,2.3,0.00664,2.612
424,CRIT REV PLANT SCI,0735-2689,2532,5.292,6.255,1.333,21,9.2,0.00352,1.987
425,BREAST CANCER RES,1465-542X,8270,5.881,6.255,0.703,148,5.1,0.02826,2.136
426,PLANT CELL ENVIRON,0140-7791,15899,5.906,6.242,1.889,171,8.7,0.02331,1.748
427,SLEEP,0161-8105,15667,5.062,6.229,1.205,200,8.1,0.02796,1.99
428,DRUG METAB REV,0360-2532,2314,6.286,6.218,0.586,29,8,0.00346,1.74
429,SEMIN IMMUNOL,1044-5323,3290,6.124,6.209,0.423,52,6.5,0.01139,2.897
430,J CHEM THEORY COMPUT,1549-9618,14415,5.31,6.205,1.392,553,3.8,0.05644,1.87
431,CRIT REV FOOD SCI,1040-8398,5097,5.548,6.198,1.222,81,8.2,0.00801,1.635
432,CARDIOVASC RES,0008-6363,21631,5.808,6.196,1.375,248,7.4,0.04342,1.963
433,OPHTHALMOLOGY,0161-6420,28188,6.17,6.195,1.157,364,8.3,0.0534,1.912
434,ACTA BIOMATER,1742-7061,14631,5.684,6.191,1.089,504,3.4,0.04612,1.367
435,ADV AGRON,0065-2113,3204,5.021,6.177,0.625,32,>10.0,0.00432,2.084
436,GEOSCI MODEL DEV,1991-959X,1427,6.086,6.174,0.892,120,2.4,0.00986,2.767
437,J MAMMARY GLAND BIOL,1083-3021,2245,5,6.163,1,32,7.3,0.00519,2.029
438,J NUCL MED,0161-5505,21301,5.563,6.119,1.055,293,7.4,0.04187,1.866
439,J INVEST DERMATOL,0022-202X,24351,6.372,6.113,2.205,263,8.6,0.04247,1.92
440,PEDIATRICS,0031-4005,61542,5.297,6.112,0.958,743,7.8,0.12053,2.023
441,PRECAMBRIAN RES,0301-9268,11341,6.023,6.109,1.37,262,7.7,0.01834,1.57
442,CRIT REV CL LAB SCI,1040-8363,1143,7,6.109,0.25,12,8.7,0.00177,1.655
443,EXERC IMMUNOL REV,1077-5552,513,9.929,6.103,0.111,9,7,0.00118,1.802
444,AIDS,0269-9370,22630,6.557,6.102,1.236,347,6.7,0.05772,2.175
445,WATER RES,0043-1354,49606,5.323,6.092,0.847,675,8.3,0.07523,1.552
446,PSYCHONEUROENDOCRINO,0306-4530,10669,5.591,6.09,0.893,318,5.8,0.02402,1.691
447,MOL AUTISM,2040-2392,335,5.486,6.08,0.644,45,2.4,0.0018,2.156
448,STRUCT EQU MODELING,1070-5511,7728,3.072,6.075,0.441,34,>10.0,0.00764,2.836
449,MAYO CLIN PROC,0025-6196,9716,5.812,6.075,1.267,131,8.4,0.01909,2.129
450,AM J EPIDEMIOL,0002-9262,34524,4.975,6.067,1.157,313,>10.0,0.06114,2.507
451,REMOTE SENS ENVIRON,0034-4257,26597,4.769,6.065,1.02,302,8.4,0.04245,1.676
452,BIOSENS BIOELECTRON,0956-5663,26704,6.451,6.054,1.774,860,4.3,0.05317,1.191
453,FASEB J,0892-6638,41104,5.48,6.045,1.371,466,8.5,0.07541,2.092
454,BIOMACROMOLECULES,1525-7797,27578,5.788,6.034,0.772,501,5.8,0.05213,1.338
455,ENVIRON INT,0160-4120,10171,5.664,6.022,0.683,180,6.5,0.02177,1.706
456,J INFECT DIS,0022-1899,44428,5.778,6.02,2.019,480,8.4,0.09778,2.248
457,J EXP BOT,0022-0957,28801,5.794,6.019,1.074,433,7,0.05576,1.689
458,CURR OPIN LIPIDOL,0957-9672,3898,5.803,6.017,1.23,61,6.3,0.00963,1.92
459,J R STAT SOC B,1369-7412,14568,5.721,6.016,0.765,34,>10.0,0.01846,5.932
460,J CELL SCI,0021-9533,40608,5.325,6.007,0.82,522,8.5,0.10218,2.708
461,LAB CHIP,1473-0197,19558,5.748,6.002,1.317,521,3.9,0.05854,1.503
462,EUR CELLS MATER,1473-2262,2096,4.887,5.991,0.449,49,4.5,0.00542,1.515
463,AM J TRANSPLANT,1600-6135,17061,6.19,5.988,1.266,391,5.1,0.05028,1.878
464,FREE RADICAL BIO MED,0891-5849,32994,5.71,5.983,0.852,399,8.3,0.05157,1.551
465,INT J PLASTICITY,0749-6419,6866,5.971,5.982,0.946,130,6.7,0.01539,1.859
466,CLIN PHARMACOKINET,0312-5963,6099,5.486,5.978,0.649,77,>10.0,0.00786,1.697
467,CLIN GASTROENTEROL H,1542-3565,9149,6.534,5.976,2.215,205,5.1,0.03274,2.355
468,NANOMEDICINE-UK,1743-5889,3485,5.824,5.966,0.942,121,3.5,0.01043,1.408
469,ANAL CHEM,0003-2700,102654,5.825,5.966,0.904,1638,7.7,0.16863,1.5
470,J PINEAL RES,0742-3098,6136,7.812,5.961,2.011,88,5.9,0.00753,0.918
471,ALLERGY,0105-4538,12455,5.995,5.953,1.324,204,6.1,0.02636,1.609
472,CIRC-CARDIOVASC QUAL,1941-7705,2151,5.04,5.926,0.888,89,3.2,0.01776,3.042
473,PROG HISTOCHEM CYTO,0079-6336,331,5.909,5.92,0.4,5,6.4,0.0007,1.686
474,PLANT BIOTECHNOL J,1467-7644,3678,5.677,5.913,1.277,101,4.1,0.01054,1.518
475,J BIOMED NANOTECHNOL,1550-7033,3474,7.578,5.909,0.888,232,2.4,0.00677,0.801
476,ACS APPL MATER INTER,1944-8244,16373,5.9,5.908,0.768,1781,2.4,0.05406,1.275
477,J CLIN EPIDEMIOL,0895-4356,17222,5.478,5.898,1.282,170,>10.0,0.03089,2.423
478,ASTROPHYS J,0004-637X,193430,6.28,5.882,1.921,2889,7.5,0.48138,2.218
479,INT J OBESITY,0307-0565,19384,5.386,5.88,1.363,237,8.2,0.03647,1.917
480,HAEMATOLOGICA,0390-6078,12461,5.868,5.868,1.657,254,5.1,0.04276,2.161
481,CIRC-CARDIOVASC GENE,1942-3268,1959,5.337,5.867,0.868,68,3.1,0.01304,2.414
482,J APPL ECOL,0021-8901,13115,4.754,5.864,0.721,147,8.4,0.02792,2.096
483,MOL CANCER THER,1535-7163,15553,6.107,5.858,0.851,262,5.3,0.04796,1.866
484,J CLIN PSYCHIAT,0160-6689,18474,5.139,5.847,0.72,143,8.7,0.02807,1.748
485,MOL NEUROBIOL,0893-7648,3261,5.286,5.843,1.219,169,4.9,0.00837,1.709
486,MOL ONCOL,1574-7891,1517,5.935,5.837,0.703,91,3.2,0.00736,2.045
487,ADV STUD BEHAV,0065-3454,1189,2.692,5.827,0.143,7,>10.0,0.00204,2.345
488,CARCINOGENESIS,0143-3334,21934,5.266,5.815,1.088,330,7.7,0.04036,1.712
489,BRAIN BEHAV IMMUN,0889-1591,7365,6.128,5.813,1.389,185,4.5,0.02126,1.655
490,P ROY SOC B-BIOL SCI,0962-8452,39399,5.292,5.808,1.025,513,8.2,0.09359,2.318
491,REV MINERAL GEOCHEM,1529-6466,3824,3.565,5.8,5,43,>10.0,0.00607,3.154
492,IEEE T FUZZY SYST,1063-6706,7208,6.306,5.797,0.902,92,6.9,0.01207,1.382
493,AUTOIMMUN REV,1568-9972,5456,7.095,5.792,2.294,119,3.4,0.01633,1.429
494,ECOGRAPHY,0906-7590,7197,4.207,5.776,0.977,132,6.8,0.01794,2.015
495,IEEE T SMART GRID,1949-3053,2130,4.334,5.776,0.294,245,2.4,0.00944,1.598
496,CLIN J AM SOC NEPHRO,1555-9041,10142,5.25,5.752,1.152,243,3.9,0.04471,1.887
497,CURR OPIN PHARMACOL,1471-4892,5421,4.227,5.747,1.192,130,5.4,0.0161,1.876
498,NEURO-ONCOLOGY,1522-8517,4478,5.286,5.735,1.036,165,3.6,0.01732,1.832
499,J MED INTERNET RES,1438-8871,3919,4.669,5.724,0.653,285,3.7,0.01079,1.369
500,J INTERN MED,0954-6820,8511,5.785,5.724,1.845,97,7.7,0.01699,1.906
501,ORG LETT,1523-7060,80234,6.324,5.72,1.526,1584,5.2,0.17842,1.404
502,NEUROTHERAPEUTICS,1933-7213,2214,3.883,5.709,1.358,67,4,0.00878,1.698
503,J COGNITIVE NEUROSCI,0898-929X,16472,4.687,5.705,0.837,166,7.6,0.04009,2.209
504,ADV ECOL RES,0065-2504,1823,6.25,5.698,5.462,13,>10.0,0.00158,1.497
505,POLYM CHEM-UK,1759-9954,6412,5.368,5.676,1.713,648,2.1,0.01911,1.223
506,CURR TOP DEV BIOL,0070-2153,2268,4.208,5.67,0.8,55,5.6,0.01033,2.871
507,PLOS COMPUT BIOL,1553-7358,14236,4.829,5.67,0.762,534,4,0.08586,2.625
508,ADV ANAT EMBRYOL CEL,0301-5556,399,9.8,5.667,0,1,>10.0,0.00053,1.75
509,ACS CHEM BIOL,1554-8929,4711,5.356,5.648,1.36,314,2.9,0.02446,2.256
510,J MED GENET,0022-2593,11436,5.636,5.64,1.083,108,8.6,0.02368,2.265
511,J AUTOIMMUN,0896-8411,4264,7.018,5.632,1.078,102,4.5,0.0114,1.528
512,DIVERS DISTRIB,1366-9516,4900,5.469,5.629,0.868,136,5.1,0.01646,1.964
513,EUR J CANCER,0959-8049,23038,4.819,5.617,1.245,417,6.8,0.05591,1.883
514,MOL CELL BIOL,0270-7306,65994,5.036,5.614,1.061,391,>10.0,0.10812,2.675
515,CHEM-EUR J,0947-6539,69020,5.696,5.608,1.237,2016,4.2,0.1837,1.402
516,BASIC RES CARDIOL,0300-8428,3697,5.955,5.607,1.459,85,4.7,0.00946,1.512
517,MOL PHARMACEUT,1543-8384,8173,4.787,5.603,0.816,450,3.7,0.0273,1.47
518,BIORESOURCE TECHNOL,0960-8524,56974,5.039,5.6,0.863,1976,4.2,0.11704,1.015
519,APPL ENERG,0306-2619,15437,5.261,5.597,1.231,952,2.9,0.04042,1.124
520,J CLIMATE,0894-8755,33436,4.904,5.589,0.916,618,7.6,0.0874,2.43
521,AM J SCI,0002-9599,6744,3.929,5.586,0.844,32,>10.0,0.00601,2.065
522,TRENDS FOOD SCI TECH,0924-2244,6501,4.651,5.585,0.526,78,8.3,0.00788,1.407
523,J IMMUNOL,0022-1767,129160,5.362,5.57,0.996,1309,8.1,0.27412,2.062
524,AM J KIDNEY DIS,0272-6386,19954,5.756,5.57,1.655,223,9,0.03577,1.87
525,ADDICT BIOL,1369-1600,2480,5.929,5.569,1.333,102,3.7,0.0081,1.63
526,INT REV PHYS CHEM,0144-235X,1466,4.92,5.568,1.562,16,8.6,0.0027,2.179
527,NEUROBIOL DIS,0969-9961,12161,5.202,5.56,1.351,245,5.1,0.03504,1.74
528,IEEE T POWER ELECTR,0885-8993,17852,5.726,5.558,1.059,540,5.2,0.03903,1.332
529,ATMOS CHEM PHYS,1680-7316,26767,5.298,5.543,1.207,720,3.9,0.10182,1.81
530,J THROMB HAEMOST,1538-7933,14435,5.55,5.532,1.353,238,5.3,0.04611,1.97
531,MACROMOLECULES,0024-9297,101162,5.927,5.531,1.02,1049,8.8,0.12282,1.177
532,ANESTHESIOLOGY,0003-3022,22247,6.168,5.53,1.586,261,9.2,0.03554,1.705
533,GENET MED,1098-3600,4703,6.435,5.518,2.629,116,3.8,0.0194,2.139
534,MODERN PATHOL,0893-3952,11084,6.364,5.515,1.663,184,6.2,0.02894,1.882
535,CANCER PREV RES,1940-6207,4033,5.269,5.511,0.847,144,2.9,0.02138,1.808
536,EUR J HEART FAIL,1388-9842,6854,6.577,5.511,1.396,159,4.4,0.0227,1.707
537,COGNITIVE PSYCHOL,0010-0285,6072,3.571,5.508,0.955,22,>10.0,0.00586,2.967
538,EXERC SPORT SCI REV,0091-6331,2200,4.818,5.504,0.889,27,9,0.00405,1.767
539,J MED CHEM,0022-2623,61787,5.48,5.504,1.102,797,8.2,0.0929,1.371
540,J PETROL,0022-3530,11371,4.485,5.501,0.741,85,>10.0,0.01698,2.388
541,SOLID STATE PHYS,0081-1947,1898,2.429,5.5,0.2,10,>10.0,0.00026,1.543
542,FUNGAL DIVERS,1560-2745,2120,6.938,5.5,0.95,60,3.8,0.0064,1.366
543,INT J CANCER,0020-7136,46009,5.007,5.497,1.661,634,6.9,0.09897,1.721
544,RNA BIOL,1547-6286,2607,5.377,5.488,1.287,167,2.8,0.01407,2.207
545,STEM CELL RES THER,1757-6512,738,4.634,5.487,0.707,147,2.4,0.00245,1.273
546,PIGM CELL MELANOMA R,1755-1471,3649,5.641,5.479,0.92,87,6.2,0.01039,1.984
547,J NEUROINFLAMM,1742-2094,4222,4.902,5.473,0.752,153,2.8,0.01563,1.435
548,SOL ENERG MAT SOL C,0927-0248,21671,5.03,5.471,0.921,453,5.4,0.04505,1.303
549,EVOLUTION,0014-3820,31750,4.659,5.469,1.042,308,>10.0,0.05049,2.187
550,REV PHYSIOL BIOCH P,0303-4240,767,3.9,5.467,1,5,>10.0,0.00044,1.751
551,QUATERNARY SCI REV,0277-3791,15897,4.571,5.463,1.578,308,6.7,0.04156,2.031
552,EVOL APPL,1752-4571,1465,4.569,5.453,0.653,98,3.3,0.00905,2.112
553,CANCER-AM CANCER SOC,0008-543X,62604,4.901,5.445,1.008,520,>10.0,0.10397,1.98
554,J ANIM ECOL,0021-8790,13314,4.726,5.435,1.195,128,>10.0,0.02365,2.097
555,BIPOLAR DISORD,1398-5647,4695,4.888,5.429,1.049,82,5.8,0.01163,1.587
556,CONSERV BIOL,0888-8892,17277,4.32,5.427,0.884,147,>10.0,0.02507,2.025
557,IEEE IND ELECTRON M,1932-4529,505,5.061,5.422,0.941,17,3.6,0.00267,1.926
558,J TOXICOL ENV HEAL B,1093-7404,1247,5.146,5.422,0.357,14,5.9,0.00306,1.577
559,CONSERV LETT,1755-263X,1176,5.032,5.42,1.167,42,3.2,0.00745,2.152
